age	gender	daily.views
23	Male	86.3
46	Female	315
59	Female	124.4
48	Female	83.3
69	Female	61.6
56	Female	43
29	Female	190.3
28	Female	126.1
33	Male	19.2
34	Female	54.7
62	Male	251.1
39	Female	211.6
39	Male	4.7
10	Male	0.1
8	Male	7.7
38	Female	192.2
23	Female	398.6
59	Female	11.2
65	Female	248.6
60	Female	73.6
56	Male	28.7
52	Female	582.2
60	Female	108.5
62	Male	3.8
39	Female	9.3
54	Female	503.2
24	Female	162.1
24	Male	34
42	Male	118.9
20	Male	460.3
34	Female	102.2
25	Female	0.9
32	Male	5.9
46	Female	236.5
19	Female	320.9
25	Male	57.5
48	Male	16.1
45	Female	167.4
41	Female	141.5
39	Male	33.9
5	Male	1.5
46	Female	22.2
20	Female	24.5
31	Male	1.4
33	Male	305.3
75	Male	75.6
74	Female	23.7
18	Male	41.2
39	Male	13.6
40	Female	8.3
16	Female	33.2
5	Male	1.3
24	Female	195.6
64	Female	6.7
20	Male	318.8
34	Female	57.8
36	Male	6
47	Female	193.2
45	Female	105.7
48	Female	122.4
18	Male	47.9
23	Female	27.2
53	Female	943
30	Female	191
42	Female	123.1
35	Male	47.7
10	Female	29.3
57	Female	24.7
20	Male	139.3
22	Male	178.2
48	Female	27.1
20	Male	35.1
18	Male	21.1
50	Female	63
53	Male	16.5
33	Female	228.9
37	Male	10.9
47	Female	38.8
48	Male	0.8
12	Male	29
10	Female	41.5
8	Male	1.8
25	Female	271.2
26	Female	464.8
33	Male	353.1
18	Female	491.2
55	Female	284.3
58	Male	0.1
26	Female	99.2
37	Female	41.8
32	Female	400.1
54	Male	62
82	Female	2.1
40	Male	46
48	Female	34.5
21	Female	1
34	Female	3.2
38	Male	136.2
46	Male	0.7
59	Female	12.9
69	Male	92.9
55	Female	113.4
34	Female	156.7
62	Female	21.9
37	Female	68.8
45	Female	33.3
44	Female	180.3
25	Female	144.2
48	Male	494.9
58	Female	88.6
63	Male	8.1
51	Male	12.1
37	Female	326.1
38	Male	3.6
10	Female	14.7
43	Male	0.2
43	Female	12.6
49	Male	205.3
47	Female	7.3
51	Female	16.9
22	Female	131.5
42	Male	653.5
21	Male	299.3
65	Male	73.9
56	Female	67.5
68	Female	67.8
30	Female	49.6
49	Female	3.4
52	Male	8
39	Male	42.8
57	Female	84
60	Female	78.7
63	Male	71.8
62	Female	72.5
61	Female	93.5
35	Female	31.7
35	Male	14.4
43	Female	292.5
60	Male	8.4
60	Male	4.4
29	Female	254.2
29	Female	20.2
48	Female	323.7
40	Female	19.7
36	Male	69.9
41	Female	84.3
18	Male	15
17	Female	13
42	Female	174.2
19	Female	105
32	Female	147.7
58	Female	95.4
62	Male	37.2
49	Female	247.1
47	Female	5.2
44	Female	192.2
35	Female	68.9
56	Male	138.5
71	Female	42.6
29	Female	146.9
34	Male	29
29	Male	177.7
59	Female	233.5
52	Male	96.2
52	Female	44.6
24	Female	227.5
40	Female	156.9
45	Male	28.8
11	Male	18.3
53	Female	74.9
67	Female	74.2
30	Female	56.5
41	Male	120
56	Female	55.5
22	Female	166
24	Male	53.9
21	Female	12.6
35	Female	167.9
65	Male	26.5
65	Female	5
54	Female	45.2
38	Male	188.8
34	Female	285.9
26	Male	3.5
25	Female	62.2
7	Male	11.5
4	Male	29.3
51	Female	14
67	Male	7.1
70	Female	0.2
33	Female	200.1
40	Male	78.8
30	Female	56.3
25	Female	356.1
47	Female	108.8
28	Male	168.9
38	Female	157
43	Male	1
10	Female	61.7
34	Female	35.2
41	Male	94
5	Female	5.8
62	Female	62.7
56	Male	9.3
77	Male	34.5
62	Female	63.7
27	Female	139.7
22	Female	176.5
33	Male	22.2
44	Male	89.1
47	Female	224
51	Male	31.3
40	Female	115.7
50	Female	256.8
52	Female	271.5
47	Female	38.5
43	Female	133.5
42	Female	13.9
40	Male	21.9
16	Male	16
10	Female	18.3
28	Female	139.4
18	Male	10
62	Male	231.1
26	Female	104.2
20	Male	9.9
44	Female	150.6
45	Male	85.6
5	Male	3.1
60	Male	8.2
27	Female	2
29	Male	1.1
32	Female	91.5
29	Male	24.2
58	Female	30.9
53	Female	234.3
53	Male	22.6
32	Male	1.9
13	Male	4.7
18	Female	39.3
37	Female	5
46	Female	83.9
40	Male	31.7
15	Female	12.2
48	Male	20.8
49	Female	20.3
13	Male	11
36	Male	43.8
29	Female	38.3
23	Male	9.2
55	Male	45.6
70	Female	2.3
29	Male	110.2
36	Male	93.7
58	Female	56.3
20	Female	274.8
20	Female	306.3
65	Female	46.7
22	Male	92.2
40	Male	42.3
25	Female	83.3
28	Female	88.8
62	Male	85.4
52	Male	17.9
44	Male	800.6
30	Male	44.3
25	Female	39.9
42	Male	164.1
45	Female	15.1
19	Female	108.2
51	Female	94.2
29	Female	38.4
50	Female	104.8
23	Female	15.1
27	Male	38.9
28	Female	58.7
24	Female	111.7
32	Male	239.3
22	Female	121.8
46	Female	407.3
56	Female	98
24	Female	112.4
37	Female	165
28	Female	425.9
30	Male	16.8
8	Female	4.3
27	Male	3.7
38	Male	565.3
22	Female	194.2
25	Male	215.6
28	Female	35.4
5	Female	2.6
20	Female	65.9
58	Female	98.2
51	Female	39
38	Female	83.8
42	Male	0.9
22	Male	144.6
61	Male	5.5
56	Female	12.8
55	Male	52.2
21	Female	365.8
20	Female	22
25	Female	37.9
38	Male	112.7
33	Male	142.4
28	Female	42.5
24	Male	223.4
67	Male	494.7
41	Male	54.4
50	Male	203.5
47	Female	139.3
61	Male	15.4
38	Female	160.5
22	Male	249.1
20	Male	386.2
21	Male	173.1
42	Female	94.1
34	Female	8
54	Female	182.3
20	Male	24.3
46	Male	280.1
46	Female	18
35	Female	274.2
28	Female	342.3
34	Female	9.1
8	Female	10.6
21	Female	129.1
98	Male	123
61	Male	60.7
19	Male	166
33	Male	172.2
53	Male	138.5
26	Male	52.7
33	Female	43
37	Male	104.3
8	Female	7.9
7	Female	2.9
52	Female	110.8
60	Male	443.6
23	Male	6.4
47	Female	18.1
63	Male	58
19	Male	179.1
56	Male	39.6
46	Male	48
38	Female	126.3
24	Male	654
42	Female	107.2
50	Male	113
49	Female	16.3
48	Male	16.8
42	Female	265.6
49	Female	133.4
40	Female	142.8
55	Male	64
19	Male	96.4
22	Female	89
47	Male	31.2
53	Female	147.2
57	Male	12.7
32	Female	14.7
7	Female	36.8
46	Female	287.6
53	Female	48.1
47	Female	23.6
38	Female	63.3
40	Male	22
9	Female	2.3
62	Male	72.9
41	Female	120.8
46	Male	69.7
36	Male	190.2
50	Male	161.9
25	Female	64.4
55	Female	3.4
43	Female	37.7
46	Male	12.6
48	Female	219.2
33	Female	329.1
36	Female	700.3
52	Male	147.5
46	Female	148.3
59	Male	3.5
57	Female	7.1
40	Male	60.6
19	Male	1.6
10	Female	1.7
19	Male	262.4
33	Female	78.3
8	Female	19.1
61	Female	0.4
24	Female	26.6
24	Male	6.2
27	Male	8
50	Male	18.5
48	Male	56.5
24	Male	63.6
48	Female	64.6
48	Male	42.2
54	Female	4.4
51	Female	43.4
45	Male	282.6
78	Male	3.2
53	Female	72.6
49	Female	369.2
51	Male	11.3
23	Female	17.9
67	Female	90.8
52	Female	91.7
57	Male	4.1
50	Male	25.4
25	Female	59.4
51	Female	1.9
35	Female	262.3
37	Male	40.1
21	Female	14
41	Male	11
45	Male	146.1
34	Female	69.2
40	Female	12.8
23	Female	275.5
66	Male	40.8
65	Female	9.9
28	Female	171.4
4	Male	0.5
51	Female	53.1
56	Female	436.1
67	Female	140.9
40	Female	85.9
45	Female	160
29	Female	278.8
29	Male	1.1
26	Female	27
50	Female	46.6
28	Female	113.1
27	Female	23.1
68	Male	18.8
55	Male	47.1
55	Female	77
42	Female	57.6
49	Male	10.9
22	Female	41.6
44	Female	95.4
41	Male	146.2
19	Female	337.5
76	Female	122.4
52	Male	53.1
57	Female	18.3
72	Male	55.1
28	Male	95.7
45	Female	97.7
49	Male	2.4
8	Male	10
38	Male	126.9
30	Male	57
25	Female	126.5
36	Female	142.6
11	Male	39.2
45	Female	113.5
60	Male	8.7
16	Female	4.7
46	Female	11.9
16	Female	22.3
13	Female	2
43	Female	144.4
19	Male	12.7
44	Male	1
37	Female	519.2
64	Female	51.3
62	Male	48
19	Male	103.7
37	Male	292
45	Female	82.6
41	Male	169.7
28	Male	86.2
33	Female	14.4
12	Male	0.8
49	Male	74.9
48	Female	86.5
56	Female	245
41	Female	140.8
43	Male	342.1
19	Male	45.1
39	Female	160
50	Female	296.6
29	Female	1693.1
34	Female	56.4
21	Male	3.3
53	Male	86.9
54	Female	119.8
40	Male	87.2
46	Female	13.3
26	Female	42.4
20	Female	155.5
53	Female	126.7
49	Male	59.6
20	Female	5.6
18	Female	3.5
31	Male	14
38	Male	450.1
24	Male	81.7
55	Male	64.7
19	Male	1.5
28	Female	41.1
24	Female	35.9
41	Female	294.6
36	Female	144.5
44	Male	72.7
19	Male	6.5
54	Male	5.6
47	Female	25.4
53	Female	218
17	Male	149.7
47	Male	15.9
43	Female	35.5
43	Female	114.5
48	Female	123.3
39	Female	99
20	Male	78.3
68	Male	3.8
51	Female	120.8
65	Male	3.4
36	Male	77.2
28	Male	15.7
45	Female	32.9
23	Female	96.7
40	Female	14.5
37	Male	26.1
26	Female	248.3
46	Male	122.5
35	Female	90.6
43	Female	87.9
53	Female	30.4
33	Female	10.9
29	Male	140.5
61	Female	69.7
52	Female	162.1
38	Female	484.1
44	Male	115
17	Female	214.7
19	Female	56.5
21	Female	101.6
38	Male	6.5
44	Male	67.2
43	Female	34.7
24	Female	91.5
13	Male	32.9
9	Male	18.2
58	Female	397.1
34	Female	12.2
59	Female	53
39	Female	28.6
51	Male	314.4
24	Male	66.3
57	Female	31.6
55	Male	92.1
43	Female	26.8
13	Male	9.8
43	Female	71.6
25	Male	167.8
38	Female	4.2
34	Male	10.3
31	Female	4
37	Female	17.1
35	Male	598.4
29	Female	52.6
6	Male	15.9
38	Male	318.8
38	Female	61.5
31	Female	94.9
31	Male	94.9
28	Female	262.3
27	Female	152.4
55	Female	72.1
31	Male	257.5
32	Female	83
25	Female	166.6
26	Male	350.8
34	Female	371.5
45	Male	93.9
14	Male	68.5
12	Male	0.5
64	Female	121
28	Male	51.7
35	Male	27.5
24	Male	92
49	Female	0.8
62	Male	94.9
31	Female	171.6
48	Female	105.3
53	Male	258.9
43	Female	201.5
41	Male	82.7
47	Female	83.6
38	Male	223.4
51	Female	76.5
34	Male	121.7
38	Female	20.1
56	Female	3.3
42	Male	68.4
59	Female	26.2
23	Female	40.2
60	Female	60.6
61	Female	108.3
54	Female	27.9
41	Male	429
67	Female	30.9
22	Male	356.8
50	Female	0.8
29	Female	13.2
33	Male	15.9
11	Male	8.9
27	Male	334.6
38	Female	448.3
15	Male	16.1
14	Female	49.3
25	Male	83
26	Male	217.9
64	Female	47.5
50	Female	94.8
55	Female	162.9
56	Female	68.1
17	Male	24.5
16	Female	14
42	Female	77.6
19	Male	121.8
28	Male	316.8
25	Female	233.2
24	Male	37.7
62	Female	75.4
37	Female	210.3
58	Male	147
34	Female	6.9
33	Male	57.3
15	Male	2.3
10	Female	1.8
46	Female	12.9
48	Male	26
37	Male	3.5
39	Female	76.4
66	Female	14.7
51	Female	21.4
27	Female	177.4
67	Male	147.5
26	Female	619.7
37	Female	162.6
37	Female	68.9
51	Female	49.3
75	Female	54.4
29	Male	34.7
63	Female	50.8
19	Male	93.2
35	Male	121.1
27	Female	78.8
25	Male	67
18	Female	253.3
41	Female	11.1
38	Male	57.6
27	Female	8.4
39	Male	35.6
11	Male	17.6
54	Male	115.6
32	Female	24.7
20	Female	64.3
25	Female	161.8
25	Male	72.5
20	Male	10.6
35	Male	27.3
40	Male	172.7
20	Female	92.4
54	Female	142.6
63	Male	546.5
32	Male	23.5
66	Female	53.4
48	Female	53.5
39	Female	265.9
62	Male	16.3
64	Male	203.5
70	Male	146.8
66	Female	44.1
30	Male	119.5
31	Male	87.2
39	Female	60
28	Female	39
45	Male	137.5
29	Male	135.7
27	Female	311.1
26	Male	5
7	Female	10.7
3	Male	3.4
54	Female	104.4
27	Female	52.2
64	Female	66.8
64	Male	77.3
57	Male	315.6
46	Female	63.6
52	Male	34.5
67	Male	56.8
54	Female	180
27	Male	0.5
28	Male	304.1
32	Female	5.7
47	Female	62.1
16	Male	2.7
24	Male	264.3
49	Female	196.5
42	Male	151.2
37	Female	160
45	Female	0.4
40	Male	1.4
57	Female	216
55	Male	26.8
45	Female	3.5
48	Female	114.6
42	Female	274.7
24	Male	8.6
30	Female	8.7
22	Male	1
18	Male	18.9
49	Female	65.6
58	Male	173.4
57	Female	3.6
47	Female	138.7
17	Male	11.6
28	Female	733.7
63	Female	431.6
56	Female	114.4
53	Female	60
33	Female	342.2
13	Female	28.1
12	Male	39.9
6	Male	2.6
60	Female	29.1
24	Female	82.7
35	Female	85.8
40	Male	40.3
21	Female	116.2
44	Female	41.2
52	Male	210.1
27	Female	96.5
21	Female	27.2
56	Male	2
69	Female	24.9
54	Female	34.8
62	Female	252.9
39	Female	114.9
79	Female	88.6
24	Female	129.8
24	Male	7
53	Female	45.9
9	Male	6.6
55	Male	273.5
33	Female	47.4
39	Female	58.4
42	Male	180.8
63	Female	196.3
59	Male	65.8
30	Female	138.3
29	Male	35.9
6	Male	32.6
29	Female	77.3
31	Male	130
33	Female	248.9
60	Female	71.8
46	Female	11.1
29	Male	94.8
54	Female	6.1
20	Female	149.9
50	Female	39.5
56	Male	1.5
24	Male	6.9
43	Female	101
44	Male	56.2
33	Female	65.6
38	Male	383
54	Female	163.7
20	Male	42.4
22	Female	57.3
32	Female	10.1
44	Male	6.4
57	Female	285.7
19	Female	67.9
55	Male	121.7
26	Male	57.9
63	Female	39
53	Male	0.1
32	Female	230.4
33	Male	21.1
31	Female	470.8
31	Female	172.2
46	Female	78.5
54	Female	85.9
22	Male	5.3
18	Male	111.8
19	Female	201.9
15	Male	48.2
28	Male	130.8
46	Female	348.2
48	Male	83.7
20	Female	7.6
41	Female	107.3
53	Female	237
56	Male	8.1
22	Male	61.4
37	Male	143.9
55	Male	74.1
53	Male	43.1
18	Female	18.3
16	Male	23.2
32	Female	158.7
48	Female	104.7
49	Male	5.5
45	Female	404.6
49	Female	400.6
9	Female	16.1
57	Male	58.6
33	Male	620.4
67	Female	52.9
69	Male	12.1
49	Female	96.5
14	Male	2.7
23	Female	114.6
52	Female	21.4
42	Female	28.9
52	Female	26.7
38	Female	122.8
46	Male	31.2
26	Female	2.4
30	Male	387
42	Male	168.9
56	Male	2415.4
45	Female	81.3
44	Male	50.1
47	Female	78.5
46	Female	419.6
24	Female	73.2
27	Male	46
27	Female	6.8
32	Female	5.8
39	Male	24.5
27	Male	35.6
54	Female	158.4
47	Male	85.6
84	Female	18.6
62	Female	111.9
49	Female	3.5
48	Male	2.1
17	Male	47.6
21	Female	130.4
38	Male	261.4
51	Female	674.8
21	Female	31.4
22	Male	13.2
50	Female	34
28	Male	88.1
37	Male	75.6
58	Male	6.9
42	Male	142.4
25	Female	43.6
62	Male	174.8
56	Female	45.2
39	Female	34.8
19	Female	9.2
17	Female	22.6
15	Male	11.1
53	Male	26.6
37	Female	12.3
44	Female	192.4
36	Male	1
40	Female	106.3
48	Male	44.6
73	Female	0.5
10	Female	41.6
64	Female	23.4
18	Female	99.4
37	Female	11.4
11	Female	86.1
22	Female	82.7
28	Female	107.2
22	Female	236.9
38	Male	223.7
45	Female	25.4
58	Female	108.9
56	Male	37.7
46	Female	461.9
13	Male	8.2
54	Female	155.4
55	Female	128.3
60	Female	24.6
33	Female	32
9	Female	0.1
70	Male	31.4
67	Female	66.6
44	Female	39.7
48	Female	1.1
36	Female	34
31	Male	501.3
30	Female	103.3
70	Female	44.4
36	Female	72.6
50	Male	276
21	Male	80.6
47	Female	45.1
14	Female	41.6
10	Female	2.2
54	Female	77.7
21	Male	9.8
41	Female	93.4
46	Male	1.1
42	Female	62.4
24	Male	213
53	Female	49.2
53	Male	163.7
33	Female	1.8
31	Female	409.6
51	Female	88.9
51	Male	2.3
33	Female	189.1
62	Female	56.7
34	Female	24.4
34	Male	10.2
34	Female	95.9
52	Female	189.3
54	Male	21.2
22	Male	5.1
28	Female	18.1
25	Male	9.6
21	Male	195.9
44	Female	228.2
30	Female	534.5
25	Male	154.1
20	Male	492.6
33	Female	519.4
41	Male	12.2
12	Male	1.7
19	Female	245.5
44	Female	107
36	Female	58.3
33	Male	96.6
34	Female	379.7
46	Female	283.6
50	Male	9.5
39	Female	16.6
56	Female	73.2
55	Female	57.6
50	Female	194.3
27	Male	346.4
37	Female	97.3
14	Female	2.7
37	Female	150.7
40	Male	9.2
13	Female	269.2
41	Male	113.3
30	Female	3.9
37	Male	3.5
21	Female	48.1
54	Male	94.2
50	Female	100.2
21	Female	289.4
28	Male	43.4
19	Female	210.7
27	Male	111.6
29	Male	66
53	Male	10.5
52	Female	27.2
31	Female	32.2
8	Female	12.5
60	Male	54.9
28	Female	126.8
38	Female	53.8
45	Female	97.5
17	Male	21.3
12	Male	81.3
9	Female	28.8
9	Female	52.8
45	Male	42.4
54	Female	95.3
60	Female	18.3
59	Male	66
28	Male	235
18	Male	522.2
54	Female	281.6
51	Male	168
57	Female	53.6
39	Female	45.2
62	Male	260.5
48	Female	98.7
43	Male	6
51	Female	256.3
55	Male	43.2
49	Female	44.4
58	Female	94.6
33	Male	216.8
38	Male	30.9
31	Female	835.7
60	Female	62.5
61	Male	6.6
43	Female	63
47	Male	9.7
14	Female	93.3
9	Female	3.7
61	Male	35.2
46	Male	113.9
61	Female	124.6
19	Female	105.4
44	Male	86.1
66	Female	7
23	Female	58.2
29	Female	584
42	Female	19.5
36	Female	303.1
31	Female	32.3
64	Female	139
32	Male	74.1
37	Female	561.3
34	Male	76.5
41	Female	76.7
40	Female	23.8
51	Female	144.3
26	Female	11.4
42	Female	481.6
29	Female	130
29	Male	7.1
52	Female	58.3
49	Female	103.9
71	Female	34.6
23	Female	253.6
20	Male	216.5
36	Female	151.4
14	Female	25
41	Female	31.9
20	Female	102.4
42	Male	28.3
53	Male	71
26	Male	56.7
49	Female	239.2
23	Male	9.5
52	Female	103.2
47	Female	109.6
48	Female	495.8
55	Male	132.3
38	Male	138.5
53	Female	22.7
15	Female	12
52	Female	16.9
25	Female	343.8
61	Male	80
53	Female	50.6
56	Female	82.3
50	Female	124.2
49	Female	514.1
18	Female	628.4
23	Male	154.9
55	Female	116.4
49	Male	140.3
23	Male	86.8
20	Male	8.9
19	Male	32.8
37	Female	14
36	Male	7
21	Male	112.2
60	Female	46.5
18	Male	115.3
47	Female	43.9
47	Male	43.6
9	Male	3.2
6	Male	0.7
78	Male	30.4
50	Female	196.2
38	Male	25.2
27	Female	0.7
8	Male	28.8
46	Female	17.1
50	Male	9.5
10	Female	11.5
42	Female	155.9
12	Female	21.8
52	Male	251.3
50	Female	31.1
44	Male	14
62	Female	53.7
19	Female	58.2
56	Female	35.4
19	Male	16.1
55	Female	112.2
29	Female	50.8
26	Female	415
24	Male	35
47	Male	173
24	Female	198.3
52	Male	340.1
20	Male	325.8
38	Female	197.8
24	Male	306.4
26	Female	831.9
48	Male	202.9
35	Female	97.6
33	Female	77.5
32	Male	17
49	Male	42.5
50	Female	28.3
38	Male	117
20	Male	46
59	Male	20.5
53	Female	183.8
39	Female	96.1
21	Male	312.5
31	Female	295.8
26	Female	505.2
48	Female	0.6
26	Female	163.6
55	Female	107.6
20	Male	91.7
66	Female	88.2
30	Male	148.7
59	Male	81.8
39	Female	33.4
15	Female	281.4
13	Female	90.1
37	Female	130.3
38	Male	33.8
37	Female	81.6
21	Female	49.8
20	Male	332.2
45	Male	36.4
38	Male	195.2
20	Male	152.3
65	Male	83.2
20	Female	51.8
49	Male	110.8
43	Female	289.2
14	Male	50.8
9	Male	14
24	Female	30.7
76	Female	86.3
50	Female	30.8
52	Male	66.5
22	Male	12.9
63	Female	40
47	Female	69.2
40	Female	55.3
31	Male	175.4
29	Male	234.4
41	Female	486.2
50	Female	80.9
57	Male	159.6
48	Female	96.6
21	Male	389.8
40	Female	201.6
19	Male	144.1
47	Female	48.2
29	Female	164.7
27	Male	382.7
12	Female	102.5
28	Female	147.7
29	Female	36.4
44	Female	72
29	Male	83.1
20	Male	8.4
64	Female	53.7
18	Male	64.7
32	Female	253.9
25	Male	75.3
25	Male	155.5
51	Male	358.5
52	Male	187.5
53	Female	77
20	Male	30.7
19	Male	18
19	Female	146.8
31	Male	98.9
19	Male	1755
29	Male	36.5
43	Female	152.8
40	Female	104.1
63	Female	40.1
22	Female	124.8
25	Female	605.6
26	Male	55.1
28	Male	109.3
19	Male	118.1
28	Male	101.7
43	Male	163
20	Male	101.5
34	Female	107.2
6	Male	43.6
43	Female	179.9
11	Male	89.1
19	Female	18.7
69	Female	56.6
48	Female	108.3
32	Male	96.8
25	Female	236.5
46	Male	42.9
28	Male	20.9
24	Male	146.8
29	Female	401.9
30	Male	80.9
61	Male	76.1
73	Female	62.4
50	Female	219.6
58	Female	55.5
28	Female	156.1
55	Female	878.2
35	Female	195.1
28	Female	38.5
44	Female	175.4
45	Male	5.9
16	Female	97.8
18	Male	323.6
18	Female	13.8
48	Male	96.2
45	Female	74.2
50	Male	28.9
19	Male	163.7
42	Male	230.5
49	Male	305.2
48	Female	162.4
23	Male	49.7
24	Female	407.2
42	Female	94.9
43	Male	14.6
19	Male	2.2
17	Female	5.7
48	Male	625.2
30	Male	146
29	Male	125.7
52	Male	15.5
34	Female	165.5
63	Female	988.3
18	Male	235.1
61	Male	129
61	Female	118.1
64	Male	83.4
22	Female	55
43	Female	15.6
14	Female	45.5
25	Male	349.4
25	Male	74
24	Female	122.7
20	Male	62.8
58	Male	96.7
34	Male	28.7
29	Female	5.9
36	Male	265.9
36	Female	74.4
67	Female	91.6
74	Male	8.6
20	Male	73.2
37	Male	59.1
50	Female	88.7
53	Male	44.6
32	Female	171.6
38	Male	26.4
65	Female	43.9
40	Female	331.6
40	Female	156.7
66	Male	19.7
31	Male	58.1
28	Female	48.1
26	Male	74.1
36	Female	23.8
37	Female	17
46	Female	164.9
26	Male	242.3
56	Male	2.2
21	Female	13.7
64	Male	15.2
58	Male	58.8
33	Male	3.7
28	Female	389.5
57	Female	99
69	Male	19.9
36	Female	427.7
28	Female	51.4
21	Male	84.7
49	Male	76.9
35	Male	72.9
43	Female	341.5
28	Male	130.9
20	Male	28.4
45	Male	23.1
48	Female	109.6
13	Male	104.3
33	Male	75.4
52	Female	133.5
98	Male	230.1
26	Female	260.4
25	Male	58.2
26	Female	280.8
20	Male	226.7
19	Male	215.5
40	Female	132.5
54	Female	265
57	Male	640.3
54	Male	113.9
26	Female	281.1
19	Female	78.3
44	Male	406.2
47	Female	301.1
23	Male	63.1
38	Male	702.7
19	Male	491.5
41	Female	51.6
47	Female	589.2
19	Male	262
23	Male	189.4
46	Female	573.4
45	Male	67.3
17	Male	19.9
55	Female	50.8
19	Female	698.8
32	Female	171.7
34	Male	10
32	Female	100.6
77	Male	85.9
27	Male	101.7
27	Female	49.7
22	Male	79.5
57	Female	102
57	Male	148.9
23	Male	257.4
39	Female	57.8
58	Female	66.9
44	Male	262.1
58	Male	291.4
27	Female	398.1
39	Male	214.6
48	Male	148.2
30	Female	190.7
39	Male	28.2
24	Female	216.9
55	Male	398.4
32	Female	240.4
28	Female	249.3
28	Female	265.9
24	Female	530.9
33	Female	713.3
31	Male	23.3
12	Male	45.6
9	Female	65.8
42	Female	383.4
36	Male	10.7
58	Male	252.9
19	Male	110.6
23	Male	113.1
61	Male	492.9
51	Female	18.4
23	Male	81.4
54	Female	65.9
24	Female	233.7
29	Female	196.2
43	Female	85.7
17	Male	7.8
22	Male	20.8
24	Female	366.2
53	Female	202.4
60	Male	143.5
26	Male	286.8
20	Female	25.7
20	Female	1.2
40	Female	148.9
18	Male	29.4
34	Male	286.5
38	Male	79.1
32	Female	35.8
35	Male	52.4
5	Female	20.6
28	Female	77.5
24	Male	42.5
29	Female	172.1
78	Female	69.3
20	Male	13.1
53	Female	123.7
30	Female	125
20	Male	215.6
43	Male	106
17	Male	220.6
28	Male	54.3
34	Male	67.6
20	Female	748.4
22	Male	202
34	Female	100.3
26	Female	53.8
23	Male	33.5
40	Female	229.9
43	Male	60
55	Female	8.1
33	Male	196.9
33	Female	80.7
39	Female	180.8
21	Female	45.6
30	Male	60.1
58	Male	250.7
47	Female	38.4
54	Female	148.3
53	Female	28.9
48	Male	1.8
46	Female	466.6
61	Female	157.9
66	Male	5.7
63	Female	61
52	Male	430.2
33	Female	193.1
40	Male	1.6
8	Female	1.5
41	Male	105.5
60	Female	249.3
56	Female	171.4
50	Female	136.3
65	Male	107.2
57	Female	83.1
37	Female	17.2
36	Male	5.3
62	Male	245.5
67	Female	25.9
55	Female	33.1
46	Female	10.3
69	Female	154.7
59	Female	27.4
43	Female	295.8
47	Female	90.8
50	Female	251.6
60	Male	1.7
25	Female	15.8
23	Female	1.6
57	Female	317.1
64	Female	71.5
65	Male	4.6
65	Female	118.1
47	Male	211.5
46	Female	60.4
40	Female	3.9
61	Male	34.1
60	Female	286
70	Female	41.8
53	Male	11.8
66	Female	58
68	Male	135.7
60	Female	64.6
63	Male	226
48	Female	123.1
56	Male	7.6
21	Female	22.2
71	Male	43.3
69	Female	154.4
83	Male	19.5
74	Male	66.6
28	Female	596.7
63	Male	251.4
38	Female	46.6
44	Male	31.2
10	Male	7.7
4	Female	2.5
44	Male	48
70	Male	0.2
47	Female	385.8
37	Female	127.5
31	Female	65.4
12	Male	18.1
5	Male	0.4
53	Male	23
62	Female	12.6
57	Male	256.1
57	Female	5
55	Female	53.8
56	Male	24.9
52	Male	121.4
53	Female	12.2
23	Female	5.9
40	Female	358.5
61	Female	104.9
30	Female	309.5
11	Female	8.7
28	Male	41.5
69	Female	91
43	Female	11
42	Male	1.3
54	Male	18.9
32	Male	46.9
40	Female	198.6
56	Male	45.1
72	Female	100
47	Female	35.3
75	Male	41.3
62	Female	47.3
53	Female	209.7
73	Female	64.2
36	Female	133
19	Female	24.5
23	Male	48.7
35	Female	671.8
34	Female	3.5
46	Male	116.8
56	Female	48.2
55	Male	3.6
52	Female	252.4
41	Female	692
43	Male	10
9	Female	6.2
62	Female	167.1
33	Female	233.6
30	Female	13.9
42	Male	210.9
34	Female	35
27	Female	80
53	Male	44
43	Female	52.8
19	Female	8.8
10	Male	18.8
76	Male	2.5
72	Female	2.6
60	Female	159.6
60	Female	98.9
62	Female	406.3
57	Male	40.5
67	Male	93.1
51	Female	628
54	Male	22.2
57	Female	39.2
46	Female	53.8
47	Male	0.8
40	Male	116.6
41	Male	58.9
40	Female	3.3
11	Male	2.1
9	Male	0.6
50	Female	94.2
54	Male	351.7
47	Female	275.6
39	Female	592.6
61	Female	2.6
65	Female	3.9
46	Female	134
17	Female	83.1
47	Female	606.4
35	Female	147.6
45	Male	1
67	Female	135.4
29	Female	134.9
32	Male	58.9
58	Female	124
55	Male	19.3
66	Female	127
71	Female	269
40	Female	66.4
52	Male	2.2
19	Female	6.2
17	Male	24.6
14	Male	6.9
12	Female	166.4
63	Female	70.6
63	Female	287.7
51	Male	141.7
44	Female	18.7
50	Male	55.9
77	Male	42.3
37	Female	488.3
67	Male	34.9
51	Female	255.1
19	Female	7.9
16	Male	126.9
14	Female	122.3
61	Female	67.6
52	Female	233.6
47	Male	40.9
13	Female	5.9
54	Female	151.8
73	Male	118.4
40	Female	109.7
43	Male	23.8
16	Female	62.2
12	Male	83.1
9	Male	4.6
5	Female	11.4
34	Female	567.3
33	Male	296.2
49	Female	128.7
55	Female	76.4
32	Female	7.8
44	Female	163.7
39	Male	23
53	Female	137.4
23	Male	29.2
49	Male	49.7
50	Male	0.9
46	Male	138.6
46	Female	131.7
17	Female	58.6
13	Male	43.6
